player_name,player_id,dob,last_game,elo,game_count,draft_info,draft_year,player_country,draft_oa,draft_league,Term,AAV,Pos,Team
Tomas Plekanec,8469521,10/31/1982,5/24/2016 11:49,1516.01489,91,71 OA (2001 MTL),2001,CZE,71,CZE,2,6000000,C,Canadiens
Patrick Sharp,8469544,12/27/1981,5/24/2016 11:36,1520.49015,81,95 OA (2001 PHI),2001,CAN,95,ECAC,5,5900000,LW,Stars
Jordin Tootoo,8469547,2/2/1983,3/16/2016 8:06,1481.95805,80,98 OA (2001 NSH),2001,CAN,98,WHL,1,825000,RW,Devils
Christian Ehrhoff,8469555,7/6/1982,4/14/2016 18:53,1500.67669,44,106 OA (2001 SJS),2001,DEU,106,GER,1,1500000,D,Blackhawks
Jared Cowen,8475174,NULL,3/7/2016 16:19,1481.03357,108,9 OA (2009 OTT),2009,CAN,9,WHL,4,3100000,D,#N/A
Kevin Bieksa,8469598,6/16/1981,4/14/2016 7:22,1499.16294,88,151 OA (2001 VAN),2001,CAN,151,CCHA,2,4000000,D,Ducks
Dennis Seidenberg,8469619,7/18/1981,4/28/2016 11:31,1505.91488,85,172 OA (2001 PHI),2001,DEU,172,GER,4,4000000,D,Bruins
Ryane Clowe,8469622,9/30/1982,5/13/2016 12:36,1495.04909,41,175 OA (2001 SJS),2001,CAN,175,QMJHL,5,4850000,LW,Devils
Marek Zidlicky,8469623,2/3/1977,4/14/2016 18:29,1495.10016,39,176 OA (2001 NYR),2001,CZE,176,FIN,1,1500000,D,Islanders
Jussi Jokinen,8469638,4/1/1983,4/29/2016 15:58,1516.03463,78,192 OA (2001 DAL),2001,FIN,192,FIN,4,4000000,LW,Panthers
Brooks Laich,8469639,6/23/1983,5/24/2016 11:47,1491.94647,99,193 OA (2001 OTT),2001,CAN,193,WHL,6,4500000,C,MapleLeafs
Johnny Oduya,8469665,10/1/1981,5/13/2016 12:51,1504.45476,86,221 OA (2001 WSH),2001,SWE,221,QMJHL,2,3750000,D,Stars
Pierre-Alexandre Parenteau,8469707,3/24/1983,5/13/2016 12:58,1492.38627,86,264 OA (2001 ANA),2001,CAN,264,QMJHL,1,1500000,RW,MapleLeafs
Marian Gaborik,8468483,2/14/1982,5/13/2016 12:38,1511.507,84,3 OA (2000 MIN),2000,SVK,3,CZECH,7,4875000,LW,Kings
Scott Hartnell,8468486,4/18/1982,5/13/2016 12:37,1505.00242,87,6 OA (2000 NSH),2000,CAN,6,,6,4750000,LW,BlueJackets
Ron Hainsey,8468493,3/24/1981,4/12/2016 18:49,1490.83104,80,13 OA (2000 MTL),2000,USA,13,,3,2833333,D,Hurricanes
Brooks Orpik,8468498,9/26/1980,5/17/2016 7:59,1493.11074,83,18 OA (2000 PIT),2000,USA,18,,5,5500000,D,Capitals
Brad Boyes,8468504,4/17/1982,5/24/2016 11:42,1504.44114,32,24 OA (2000 TOR),2000,CAN,24,,1,700000,RW,MapleLeafs
Steve Ott,8468505,8/19/1982,5/24/2016 11:37,1482.54087,74,25 OA (2000 DAL),2000,CAN,25,,2,2600000,LW,Blues
Justin Williams,8468508,10/4/1981,5/17/2016 8:00,1518.31553,74,28 OA (2000 PHI),2000,CAN,28,,2,3250000,RW,Capitals
Niklas Kronwall,8468509,1/12/1981,5/24/2016 11:12,1519.46572,84,29 OA (2000 DET),2000,SWE,29,,7,4750000,D,RedWings
Nick Schultz,8468513,8/25/1982,5/24/2016 11:28,1479.59547,92,33 OA (2000 MIN),2000,CAN,33,,2,2250000,D,Flyers
Jarret Stoll,8468526,6/24/1982,3/28/2016 22:34,1495.35336,36,46 OA (2000 CGY),2000,CAN,46,,1,800000,C,Wild
Antoine Vermette,8468535,7/20/1982,5/13/2016 12:37,1504.38378,87,55 OA (2000 OTT),2000,CAN,55,,2,3750000,RW,Coyotes
Paul Martin,8468542,3/5/1981,5/24/2016 11:36,1510.93878,76,62 OA (2000 NJD),2000,USA,62,,4,4850000,D,Sharks
Dominic Moore,8468575,8/3/1980,5/24/2016 10:53,1497.27641,78,95 OA (2000 NYR),2000,CAN,95,,2,1500000,C,Rangers
Matt Hendricks,8468611,6/17/1981,5/17/2016 9:00,1484.90517,69,131 OA (2000 NSH),2000,USA,131,,4,1850000,RW,Oilers
Travis Moen,8468635,4/6/1982,3/16/2016 10:26,1485.66407,67,155 OA (2000 CGY),2000,CAN,155,,4,1850000,LW,Stars
John-Michael Liles,8468639,11/25/1980,5/24/2016 10:43,1503.80573,66,159 OA (2000 COL),2000,USA,159,,4,3875000,D,Bruins
Deryk Engelland,8468674,4/3/1982,5/24/2016 10:55,1478.46884,90,194 OA (2000 NJD),2000,CAN,194,,3,2916667,D,Flames
Paul Gaustad,8468700,2/3/1982,5/17/2016 9:01,1490.54937,101,220 OA (2000 BUF),2000,USA,220,,4,3250000,C,Predators
Daniel Sedin,8467875,9/26/1980,5/17/2016 8:57,1515.98853,70,2 OA (1999 VAN),1999,SWE,2,SEL,4,7000000,LW,Canucks
Henrik Sedin,8467876,9/26/1980,5/13/2016 13:01,1518.69869,67,3 OA (1999 VAN),1999,SWE,3,SEL,4,7000000,C,Canucks
Barret Jackman,8467890,3/5/1981,4/14/2016 18:58,1494.38169,76,17 OA (1999 STL),1999,CAN,17,WHL,2,2000000,D,Predators
Chris Kelly,8467967,11/11/1980,5/13/2016 13:01,1474.39355,94,94 OA (1999 OTT),1999,CAN,94,OHL,4,3000000,C,Bruins
Derek MacKenzie,8468001,6/11/1981,4/29/2016 15:55,1480.27525,87,128 OA (1999 ATL),1999,CAN,128,OHL,3,1300000,C,Panthers
Henrik Zetterberg,8468083,10/9/1980,3/2/2016 9:58,1528.42752,82,210 OA (1999 DET),1999,SWE,210,Sweden,12,6083333,C,RedWings
Radim Vrbata,8468085,6/13/1981,2/8/2016 20:48,1507.09977,61,212 OA (1999 COL),1999,CZE,212,QMJHL,2,5000000,RW,Canucks
Vincent Lecavalier,8467329,4/21/1980,5/17/2016 7:48,1483.3915,79,1 OA (1998 TBL),1998,CAN,1,QMJHL,5,4500000,RW,Kings
David Legwand,8467330,8/17/1980,5/3/2016 20:19,1482.24969,86,2 OA (1998 NSH),1998,USA,2,OHL,2,3000000,C,Sabres
Brad Stuart,8467331,11/6/1979,5/20/2016 13:32,1476.91863,92,3 OA (1998 SJS),1998,CAN,3,WHL,2,3600000,D,Avalanche
Alex Tanguay,8467338,11/21/1979,2/8/2016 21:16,1509.31885,65,12 OA (1998 COL),1998,CAN,12,QMJHL,5,3500000,RW,Coyotes
Scott Gomez,8467351,12/23/1979,4/28/2016 11:31,1496.38251,12,27 OA (1998 NJD),1998,USA,27,WHL,1,575000,C,Senators
Mike Fisher,8467370,6/5/1980,5/24/2016 12:06,1500.93101,87,44 OA (1998 OTT),1998,CAN,44,OHL,2,4400000,C,Predators
Mike Ribeiro,8467371,2/10/1980,3/28/2016 17:04,1504.42965,75,45 OA (1998 MTL),1998,CAN,45,QMJHL,2,3500000,C,Predators
Brad Richards,8467389,5/2/1980,4/10/2016 19:26,1497.36583,62,64 OA (1998 TBL),1998,CAN,64,QMJHL,1,4000000,C,RedWings
Francois Beauchemin,8467400,6/4/1980,4/14/2016 18:57,1511.4611,79,75 OA (1998 MTL),1998,CAN,75,QMJHL,3,4500000,D,Avalanche
Brian Gionta,8467407,1/18/1979,5/17/2016 8:03,1491.45046,61,82 OA (1998 NJD),1998,USA,82,NCAA,3,4250000,RW,Sabres
Shawn Horcoff,8467423,9/17/1978,3/28/2016 22:28,1490.98858,70,99 OA (1998 EDM),1998,CAN,99,NCAA,1,1750000,LW,Ducks
Rob Scuderi,8467452,12/30/1978,5/17/2016 8:00,1484.03864,76,134 OA (1998 PIT),1998,USA,134,NCAA,4,3375000,D,Kings
Chris Neil,8467493,6/18/1979,5/13/2016 12:38,1477.5604,77,161 OA (1998 OTT),1998,CAN,161,OHL,1,1500000,RW,Senators
Andrei Markov,8467496,12/20/1978,5/17/2016 7:59,1515.35128,73,162 OA (1998 MTL),1998,RUS,162,Russia,3,5750000,D,Canadiens
Pavel Datsyuk,8467514,7/20/1978,3/28/2016 17:10,1527.4426,65,171 OA (1998 DET),1998,RUS,171,Russia,3,7500000,C,RedWings
Joe Thornton,8466138,7/2/1979,5/24/2016 11:38,1534.13137,96,1 OA (1997 BOS),1997,CAN,1,OHL,3,6750000,C,Sharks
Patrick Marleau,8466139,9/15/1979,5/17/2016 8:57,1517.4624,73,2 OA (1997 SJS),1997,CAN,2,WHL,3,6666667,LW,Sharks
Marian Hossa,8466148,1/12/1979,5/24/2016 11:36,1516.99451,61,12 OA (1997 OTT),1997,SVK,12,Slovak,12,5275000,RW,Blackhawks
Jason Chimera,8466251,5/2/1979,4/28/2016 11:49,1494.43746,70,121 OA (1997 EDM),1997,CAN,121,WHL,2,2000000,RW,Capitals
Brian Campbell,8466285,5/23/1979,4/28/2016 11:40,1506.72032,78,156 OA (1997 BUF),1997,CAN,156,OHL,8,7142875,D,Panthers
Shawn Thornton,8465978,7/23/1977,5/24/2016 11:53,1485.41561,69,190 OA (1997 TOR),1997,CAN,190,OHL,1,600000,RW,Panthers
Mason Raymond,8471664,NULL,2/24/2016 4:48,1485.4548,106,51 OA (2005 VAN),2005,CAN,51,AJHL,3,3150000,LW,#N/A
Andrew Ference,8466333,3/17/1979,5/24/2016 11:32,1477.66206,82,208 OA (1997 PIT),1997,CAN,208,WHL,4,3250000,D,Oilers
Chris Phillips,8464956,3/9/1978,4/14/2016 18:58,1481.61692,78,1 OA (1996 OTT),1996,CAN,1,WHL,2,2500000,D,Senators
Dainius Zubrus,8464977,6/16/1978,5/24/2016 11:41,1483.43126,63,15 OA (1996 PHI),1996,LTU,15,COJHL,1,600000,RW,Sharks
Matt Cullen,8464989,11/2/1976,4/14/2016 18:12,1491.52,44,35 OA (1996 ANA),1996,USA,35,NCAA,1,800000,C,Penguins
Zdeno Chara,8465009,3/18/1977,5/24/2016 10:58,1525.12197,83,56 OA (1996 NYI),1996,SVK,56,Slovak,7,6500000,D,Bruins
Michal Rozsival,8465058,9/3/1978,5/24/2016 10:59,1497.14859,34,105 OA (1996 PIT),1996,CZE,105,Czech,1,600000,D,Blackhawks
Willie Mitchell,8465185,4/23/1977,3/28/2016 22:19,1487.90691,62,199 OA (1996 NJD),1996,CAN,199,SJHL,2,4250000,D,Panthers
Shane Doan,8462038,10/10/1976,5/17/2016 8:01,1504.89381,70,7 OA (1995 WIN),1995,CAN,7,WHL,4,5300000,RW,Coyotes
Jarome Iginla,8462042,7/1/1977,3/2/2016 9:52,1515.66873,54,11 OA (1995 DAL),1995,CAN,11,WHL,3,5333333,RW,Avalanche
Stephane Robidas,8462196,3/3/1977,5/24/2016 11:41,1479.58692,77,164 OA (1995 MTL),1995,CAN,164,QMJHL,3,3000000,D,MapleLeafs
Patrik Elias,8460542,4/13/1976,3/28/2016 22:11,1499.34637,99,51 OA (1994 NJD),1994,CZE,51,Czech,3,5500000,C,Devils
Jaromir Jagr,8448208,2/15/1972,3/2/2016 16:22,1515.6105,54,5 OA (1990 PIT),1990,CZE,5,Czech,1,5515000,RW,Panthers
Andrei Vasilevskiy,8476883,7/25/1994,5/24/2016 12:08,1509.70303,83,19 OA (2012 TBL),2012,RUS,19,RUSSIA,3,1475000,G,Lightning
Joonas Korpisalo,8476914,4/28/1994,5/24/2016 12:07,1495.7466,14,62 OA (2012 CBJ),2012,FIN,62,FINLAND-JR.,3,925000,G,BlueJackets
Matthew Murray,8476899,5/25/1994,5/24/2016 12:04,1508.59539,30,83 OA (2012 PIT),2012,CAN,83,OHL,3,925000,G,Penguins
Frederik Andersen,8475883,10/2/1989,5/24/2016 12:03,1515.48092,88,87 OA (2012 ANA),2012,DNK,87,SWEDEN,2,1150000,G,Ducks
John Gibson,8476434,7/14/1993,5/24/2016 12:06,1499.38173,56,39 OA (2011 ANA),2011,USA,39,USHL,3,2300000,G,Ducks
Laurent Brossoit,8476316,3/23/1993,5/24/2016 12:07,1495.86505,17,164 OA (2011 CGY),2011,CAN,164,WHL,2,750000,G,Oilers
Anton Forsberg,8476341,11/27/1992,5/24/2016 11:43,1498.13987,8,188 OA (2011 CBJ),2011,SWE,188,SWE-JR.,3,770000,G,BlueJackets
Garret Sparks,8476343,6/28/1993,5/24/2016 12:09,1491.06047,19,190 OA (2011 TOR),2011,USA,190,OHL,3,770000,G,MapleLeafs
Calvin Pickard,8475717,4/15/1992,5/24/2016 12:03,1498.36996,19,49 OA (2010 COL),2010,CAN,49,WHL,1,850500,G,Avalanche
Tom Wilson,8476880,3/29/1994,5/24/2016 11:34,1494.05206,58,16 OA (2012 WSH),2012,CAN,16,OHL,#N/A,#N/A,#N/A,Capitals
Louis Domingue,8475839,3/6/1992,5/24/2016 12:07,1497.33756,22,138 OA (2010 PHX),2010,CAN,138,QMJHL,1,605000,G,Coyotes
Petr Mrazek,8475852,2/14/1992,5/24/2016 12:08,1524.08475,116,141 OA (2010 DET),2010,CZE,141,OHL,1,737500,G,RedWings
Frederik Andersen,8475883,10/2/1989,5/24/2016 12:03,1515.48092,88,187 OA (2010 CAR),2010,DNK,187,DENMARK,2,1150000,G,Ducks
Robin Lehner,8475215,7/24/1991,5/24/2016 12:01,1495.59862,94,46 OA (2009 OTT),2009,SWE,46,SWE-JR.,3,2225000,G,Sabres
Anders Nilsson,8475195,3/19/1990,5/24/2016 11:53,1488.56761,90,62 OA (2009 NYI),2009,SWE,62,SWE-JR.,1,1000000,G,Blues
Jean-Francois Berube,8475234,7/13/1991,5/24/2016 12:03,1480.21853,53,95 OA (2009 LAK),2009,CAN,95,QMJHL,2,562500,G,Islanders
Darcy Kuemper,8475311,5/5/1990,5/24/2016 11:45,1477.24368,90,161 OA (2009 MIN),2009,CAN,161,WHL,2,1250000,G,Wild
Joni Ortio,8475299,4/16/1991,5/24/2016 11:50,1498.301,13,171 OA (2009 CGY),2009,FIN,171,FINLAND-JR.,2,600000,G,Flames
Jacob Markstrom,8474593,1/31/1990,5/24/2016 12:09,1482.8008,99,31 OA (2008 FLA),2008,SWE,31,SWE-JR.,2,1550000,G,Canucks
Jake Allen,8474596,8/7/1990,5/24/2016 12:08,1503.59124,89,34 OA (2008 STL),2008,CAN,34,QMJHL,2,2350000,G,Blues
Michael Hutchinson,8474636,3/2/1990,5/24/2016 12:02,1491.27678,101,77 OA (2008 BOS),2008,CAN,77,OHL,2,575000,G,Jets
Braden Holtby,8474651,9/16/1989,5/24/2016 12:05,1536.90916,103,93 OA (2008 WSH),2008,CAN,93,WHL,5,6100000,G,Capitals
Anders Lindback,8474765,5/3/1988,5/24/2016 12:02,1479.26619,101,207 OA (2008 NSH),2008,SWE,207,SWEDEN,1,875000,G,Coyotes
Scott Darling,8474152,12/22/1988,5/24/2016 11:56,1482.62908,97,153 OA (2007 PHX),2007,USA,153,EJHL,2,587500,G,Blackhawks
Jonathan Bernier,8473541,8/7/1988,5/24/2016 12:05,1503.04173,83,11 OA (2006 LAK),2006,CAN,11,QMJHL,2,4150000,G,MapleLeafs
Semyon Varlamov,8473575,4/27/1988,5/24/2016 12:02,1517.17608,96,23 OA (2006 WSH),2006,RUS,23,RPL,5,5900000,G,Avalanche
Michal Neuvirth,8473607,3/23/1988,5/24/2016 12:03,1504.90613,113,34 OA (2006 WSH),2006,CZE,34,CZE JR.,2,1625000,G,Flyers
Jhonas Enroth,8473523,6/25/1988,5/24/2016 12:08,1488.91418,100,46 OA (2006 BUF),2006,SWE,46,SWE,1,1250000,G,Kings
Steve Mason,8473461,5/29/1988,5/24/2016 12:09,1526.00631,110,69 OA (2006 CBJ),2006,CAN,69,OHL,3,4100000,G,Flyers
Jeff Zatkoff,8473553,6/9/1987,5/24/2016 12:08,1472.59187,73,74 OA (2006 LAK),2006,USA,74,CCHA,2,600000,G,Penguins
James Reimer,8473503,3/15/1988,5/24/2016 12:03,1505.8151,103,99 OA (2006 TOR),2006,CAN,99,WHL,2,2300000,G,Sharks
Chad Johnson,8473434,6/10/1986,5/24/2016 11:45,1470.93819,103,125 OA (2006 PIT),2006,CAN,125,CCHA,2,1300000,G,Sabres
Carey Price,8471679,8/16/1987,5/24/2016 12:01,1544.6301,126,5 OA (2005 MTL),2005,CAN,5,WHL,6,6500000,G,Canadiens
Tuukka Rask,8471695,3/10/1987,5/24/2016 12:03,1530.22964,93,21 OA (2005 TOR),2005,FIN,21,FIN JR.,8,7000000,G,Bruins
Ondrej Pavelec,8471715,8/31/1987,5/24/2016 11:50,1495.03956,91,41 OA (2005 ATL),2005,CZE,41,CZE JR.,5,3900000,G,Jets
Jonathan Quick,8471734,1/21/1986,5/24/2016 12:07,1522.86203,91,72 OA (2005 LAK),2005,USA,72,USHSE,10,5800000,G,Kings
Ben Bishop,8471750,11/21/1986,5/24/2016 12:05,1526.86042,100,85 OA (2005 STL),2005,USA,85,NAHL,2,5950000,G,Lightning
Al Montoya,8471219,2/13/1985,5/24/2016 12:09,1474.61634,83,6 OA (2004 NYR),2004,USA,6,CCHA,2,1050000,G,Panthers
Devan Dubnyk,8471227,5/4/1986,5/24/2016 12:05,1517.28015,116,14 OA (2004 EDM),2004,CAN,14,WHL,6,4333333,G,Wild
Cory Schneider,8471239,3/18/1986,5/24/2016 12:04,1535.22842,97,26 OA (2004 VAN),2004,USA,26,USHSE,7,6000000,G,Devils
Thomas Greiss,8471306,1/29/1986,5/24/2016 12:09,1502.52748,132,94 OA (2004 SJS),2004,DEU,94,GER,2,1500000,G,Islanders
Karri Ramo,8471403,7/1/1986,5/24/2016 11:52,1499.49658,107,191 OA (2004 TBL),2004,FIN,191,FIN JR.,1,3800000,G,Flames
Pekka Rinne,8471469,11/3/1982,5/24/2016 12:04,1518.6237,103,258 OA (2004 NSH),2004,FIN,258,FIN,7,7000000,G,Predators
Marc-Andre Fleury,8470594,11/28/1984,5/24/2016 12:07,1519.07544,96,1 OA (2003 PIT),2003,CAN,1,QMJHL,4,5750000,G,Penguins
Corey Crawford,8470645,12/31/1984,5/24/2016 11:58,1522.58093,96,52 OA (2003 CHI),2003,CAN,52,QMJHL,6,6000000,G,Blackhawks
Jimmy Howard,8470657,3/26/1984,5/24/2016 11:58,1501.28274,101,64 OA (2003 DET),2003,USA,64,H-EAST,6,5291667,G,RedWings
Jaroslav Halak,8470860,5/13/1985,5/24/2016 12:07,1509.56233,90,271 OA (2003 MTL),2003,SVK,271,SVK JR.,4,4500000,G,Islanders
Brian Elliott,8470880,4/9/1985,5/24/2016 11:57,1508.24645,110,291 OA (2003 OTT),2003,CAN,291,OPJRA,3,2500000,G,Blues
Kari Lehtonen,8470140,11/16/1983,5/24/2016 12:03,1499.18715,90,2 OA (2002 ATL),2002,FIN,2,FIN,5,5900000,G,Stars
Cam Ward,8470320,2/29/1984,5/24/2016 12:06,1482.17702,104,25 OA (2002 CAR),2002,CAN,25,WHL,6,6300000,G,Hurricanes
Curtis McElhinney,8470147,5/23/1983,5/24/2016 12:06,1473.71988,100,176 OA (2002 CGY),2002,CAN,176,WCHA,2,800000,G,BlueJackets
Craig Anderson,8467950,5/21/1981,5/24/2016 11:56,1510.97922,86,73 OA (2001 CHI),2001,USA,73,OHL,3,4200000,G,Senators
Mike Smith,8469608,3/22/1982,5/24/2016 12:03,1502.36922,81,161 OA (2001 DAL),2001,CAN,161,OHL,6,5666667,G,Coyotes
Henrik Lundqvist,8468685,3/2/1982,5/24/2016 11:54,1541.63351,101,205 OA (2000 NYR),2000,SWE,205,,7,8500000,G,Rangers
Craig Anderson,8467950,5/21/1981,5/24/2016 11:56,1510.97922,86,77 OA (1999 CGY),1999,USA,77,OHL,3,4200000,G,Senators
Ryan Miller,8468011,7/17/1980,5/24/2016 12:05,1506.3382,79,138 OA (1999 BUF),1999,USA,138,NAHL,3,6000000,G,Canucks
Roberto Luongo,8466141,4/4/1979,5/24/2016 12:06,1525.17438,83,4 OA (1997 NYI),1997,CAN,4,QMJHL,12,5333333,G,Panthers
Alexandre Burrows,8470358,4/11/1981,5/24/2016 10:52,1496.04749,72,NULL,NULL,NULL,NULL,NULL,4,4500000,RW,Canucks
Andreas Martinsen,8478561,6/13/1990,2/8/2016 20:58,1494.8061,11,NULL,NULL,NULL,NULL,NULL,1,742500,LW,Avalanche
Andrej Sustr,8477205,11/29/1990,5/24/2016 10:53,1480.57459,114,NULL,NULL,NULL,NULL,NULL,2,1450000,D,Lightning
Andrew Desjardins,8471956,7/27/1986,4/10/2016 13:37,1488.51235,82,NULL,NULL,NULL,NULL,NULL,2,800000,LW,Blackhawks
Andrew Hammond,8477202,2/11/1988,5/24/2016 12:08,1494.20725,109,NULL,NULL,NULL,NULL,NULL,3,1350000,G,Senators
Andy Greene,8472382,10/30/1982,5/24/2016 10:54,1508.2702,100,NULL,NULL,NULL,NULL,NULL,5,5000000,D,Devils
Antoine Roussel,8474849,11/21/1989,2/29/2016 18:45,1482.33879,107,NULL,NULL,NULL,NULL,NULL,4,2000000,LW,Stars
Antti Niemi,8474550,8/29/1983,5/24/2016 12:07,1499.90057,73,NULL,NULL,NULL,NULL,NULL,3,4500000,G,Stars
Antti Raanta,8477293,5/12/1989,5/24/2016 12:07,1490.72763,104,NULL,NULL,NULL,NULL,NULL,2,1000000,G,Rangers
Artemi Panarin,8478550,10/30/1991,5/11/2016 4:47,1513.14712,75,NULL,NULL,NULL,NULL,NULL,2,3387500,LW,Blackhawks
Ben Lovejoy,8473933,2/20/1984,5/13/2016 13:01,1495.74564,104,NULL,NULL,NULL,NULL,NULL,3,1100000,D,Penguins
Ben Scrivens,8475681,9/11/1986,3/25/2016 19:29,1484.36974,52,NULL,NULL,NULL,NULL,NULL,2,2300000,G,Canadiens
Bobby Farnham,8476769,1/21/1989,5/13/2016 12:33,1496.75367,5,NULL,NULL,NULL,NULL,NULL,1,575000,LW,Devils
Brandon Bollig,8475650,1/31/1987,5/13/2016 12:55,1467.55436,114,NULL,NULL,NULL,NULL,NULL,3,1250000,LW,Flames
Brandon Manning,8475430,6/4/1990,5/13/2016 12:35,1480.7401,102,NULL,NULL,NULL,NULL,NULL,1,625000,D,Flyers
Brandon Mashinter,8474850,9/20/1988,5/17/2016 8:01,1496.74855,12,NULL,NULL,NULL,NULL,NULL,2,562500,LW,Blackhawks
Brenden Dillon,8475455,11/13/1990,5/24/2016 11:41,1483.37465,108,NULL,NULL,NULL,NULL,NULL,5,3270000,D,Sharks
Brian Flynn,8476808,7/26/1988,5/13/2016 12:58,1468.9306,114,NULL,NULL,NULL,NULL,NULL,2,950000,RW,Canadiens
Cam Talbot,8475660,7/5/1987,5/24/2016 12:01,1506.3837,118,NULL,NULL,NULL,NULL,NULL,3,4166667,G,Oilers
Carter Hutton,8475622,12/19/1985,5/24/2016 12:07,1467.35639,111,NULL,NULL,NULL,NULL,NULL,2,725000,G,Predators
Chris Kunitz,8470543,9/26/1979,3/2/2016 9:53,1502.80317,71,NULL,NULL,NULL,NULL,NULL,3,3850000,LW,Penguins
Christopher Tanev,8475690,12/20/1989,4/14/2016 18:54,1511.27487,96,NULL,NULL,NULL,NULL,NULL,5,4450000,D,Canucks
Cody McLeod,8471657,6/26/1984,2/22/2016 11:00,1482.75658,72,NULL,NULL,NULL,NULL,NULL,3,1333333,LW,Avalanche
Conor Sheary,8477839,8/6/1992,5/24/2016 11:35,1497.05545,20,NULL,NULL,NULL,NULL,NULL,2,667500,LW,Penguins
Dan Boyle,8467096,7/12/1976,5/24/2016 11:36,1499.95729,80,NULL,NULL,NULL,NULL,NULL,2,4500000,D,Rangers
Dan Girardi,8471958,4/29/1984,5/17/2016 9:01,1488.26997,83,NULL,NULL,NULL,NULL,NULL,6,5500000,D,Rangers
Daniel Carr,8477901,11/1/1991,5/24/2016 11:43,1498.61639,5,NULL,NULL,NULL,NULL,NULL,2,925000,LW,Canadiens
Danny DeKeyser,8477215,3/7/1990,4/13/2016 13:44,1505.46019,97,NULL,NULL,NULL,NULL,NULL,2,2187500,D,RedWings
David Clarkson,8470920,3/31/1984,5/24/2016 11:34,1474.469,95,NULL,NULL,NULL,NULL,NULL,7,5250000,RW,BlueJackets
David Desharnais,8471976,9/14/1986,3/28/2016 22:18,1497.18195,109,NULL,NULL,NULL,NULL,NULL,4,3500000,C,Canadiens
David Schlemko,8473673,5/7/1987,5/24/2016 10:52,1490.94586,61,NULL,NULL,NULL,NULL,NULL,1,625000,D,Devils
Mark Arcobello,8476062,NULL,12/6/2015 21:52,1494.64542,95,NULL,NULL,NULL,NULL,NULL,1,1100000,C,#N/A
Dennis Rasmussen,8477929,7/3/1990,4/29/2016 15:56,1494.72354,18,NULL,NULL,NULL,NULL,NULL,1,575000,C,Blackhawks
Eddie Lack,8475663,1/5/1988,5/24/2016 12:06,1502.8982,112,NULL,NULL,NULL,NULL,NULL,2,2750000,G,Hurricanes
Alexey Marchenko,8476289,1/2/1992,3/28/2016 22:12,1492.4773,53,205 OA (2011 DET),2011,RUS,205,RUSSIA,#N/A,#N/A,#N/A,RedWings
Garnet Hathaway,8477903,11/23/1991,5/13/2016 12:39,1500.48956,3,NULL,NULL,NULL,NULL,NULL,2,690000,RW,Flames
Jakub Nakladal,8478562,12/30/1987,5/24/2016 10:55,1499.6915,19,NULL,NULL,NULL,NULL,NULL,1,817500,D,Flames
Jason Garrison,8474520,11/13/1984,5/24/2016 10:59,1496.24946,82,NULL,NULL,NULL,NULL,NULL,6,4600000,D,Lightning
Jay Beagle,8474291,10/16/1985,5/13/2016 12:51,1486.60597,93,NULL,NULL,NULL,NULL,NULL,3,1750000,C,Capitals
Jiri Sekac,8478137,6/10/1992,4/29/2016 15:54,1499.12806,96,NULL,NULL,NULL,NULL,NULL,2,1350000,LW,Coyotes
Joel Ward,8468208,12/2/1980,5/13/2016 13:03,1504.63476,76,NULL,NULL,NULL,NULL,NULL,3,3275000,RW,Sharks
Jonas Gustavsson,8475361,10/24/1984,5/24/2016 11:58,1490.16554,53,NULL,NULL,NULL,NULL,NULL,1,700000,G,Bruins
Mike Condon,8477237,4/27/1990,5/24/2016 12:05,1490.51276,50,NULL,NULL,NULL,NULL,NULL,#N/A,#N/A,#N/A,Canadiens
Jonathan Marchessault,8476539,12/27/1990,5/17/2016 9:01,1478.47841,97,NULL,NULL,NULL,NULL,NULL,1,600000,LW,Lightning
Jordan Oesterle,8477851,6/25/1992,5/24/2016 11:32,1498.38467,6,NULL,NULL,NULL,NULL,NULL,3,616667,D,Oilers
Jordie Benn,8474818,7/26/1987,3/28/2016 22:14,1493.07233,107,NULL,NULL,NULL,NULL,NULL,3,700000,D,Stars
Josh Gorges,8470324,8/14/1984,4/13/2016 13:24,1485.17054,89,NULL,NULL,NULL,NULL,NULL,6,3900000,D,Sabres
Josh Jooris,8477591,7/14/1990,5/13/2016 13:03,1490.26044,96,NULL,NULL,NULL,NULL,NULL,1,975000,C,Flames
J.T. Brown,8476806,7/2/1990,5/24/2016 10:51,1488.15357,84,NULL,NULL,NULL,NULL,NULL,2,950000,RW,Lightning
Justin Fontaine,8476235,11/6/1987,2/8/2016 20:48,1506.09318,79,NULL,NULL,NULL,NULL,NULL,2,1000000,RW,Wild
Keith Kinkaid,8476234,7/4/1989,5/24/2016 12:04,1482.40304,96,NULL,NULL,NULL,NULL,NULL,2,725000,G,Devils
Kevan Miller,8476191,11/15/1987,5/24/2016 11:52,1487.11902,92,NULL,NULL,NULL,NULL,NULL,2,800000,D,Bruins
Luke Glendening,8476822,4/28/1989,5/13/2016 12:40,1478.31124,101,NULL,NULL,NULL,NULL,NULL,3,628333,C,RedWings
Mark Giordano,8470966,10/3/1983,4/20/2016 18:26,1536.33703,99,NULL,NULL,NULL,NULL,NULL,6,6750000,D,Flames
Mark Letestu,8473914,2/4/1985,4/14/2016 18:11,1482.21601,93,NULL,NULL,NULL,NULL,NULL,3,1800000,C,Oilers
